filename,dapi_ssim,panck_ssim,cd3_ssim,average_ssim,dapi_pearson,panck_pearson,cd3_pearson,average_pearson,dapi_psnr,panck_psnr,cd3_psnr,average_psnr
"[8942,53607]_patch_1_8",0.5565,0.8926,0.8031,0.7507,0.7213,0.6973,0.9489,0.7892,16.83,24.50,27.82,23.05
"[8942,53607]_patch_2_0",0.3207,0.8636,0.8719,0.6854,0.5816,0.5578,0.9715,0.7036,14.06,23.69,28.79,22.18
"[8942,53607]_patch_2_1",0.3430,0.8798,0.8857,0.7028,0.4842,0.4342,0.9720,0.6301,14.87,25.54,28.74,23.05
"[8942,53607]_patch_2_2",0.3448,0.8734,0.8654,0.6945,0.5014,0.5237,0.9704,0.6652,15.26,24.93,28.43,22.87
"[8942,53607]_patch_2_3",0.3092,0.8207,0.8235,0.6511,0.5222,0.5315,0.9672,0.6736,14.02,23.62,27.41,21.68
"[8942,53607]_patch_2_4",0.3935,0.7970,0.8443,0.6783,0.5336,0.4886,0.9713,0.6645,17.09,22.44,28.42,22.65
"[8942,53607]_patch_2_5",0.5368,0.8357,0.8476,0.7400,0.6291,0.5863,0.9731,0.7295,19.19,22.98,28.29,23.49
"[8942,53607]_patch_2_6",0.5952,0.8924,0.8162,0.7679,0.7528,0.6042,0.9636,0.7735,18.44,24.65,27.74,23.61
"[8942,53607]_patch_2_7",0.5531,0.9014,0.8023,0.7523,0.7314,0.6656,0.9534,0.7835,17.21,25.11,27.87,23.40
"[8942,53607]_patch_2_8",0.5701,0.8973,0.8089,0.7588,0.7133,0.7407,0.9547,0.8029,18.01,25.65,27.82,23.83
"[8942,53607]_patch_3_0",0.2052,0.8425,0.7800,0.6092,0.5958,0.5761,0.9577,0.7099,12.27,23.00,26.04,20.44
"[8942,53607]_patch_3_1",0.2511,0.8697,0.8063,0.6423,0.5640,0.5419,0.9572,0.6877,13.20,24.63,26.82,21.55
"[8942,53607]_patch_3_2",0.3474,0.8798,0.8010,0.6761,0.6896,0.5695,0.9583,0.7392,14.52,24.34,26.51,21.79
"[8942,53607]_patch_3_3",0.4221,0.8750,0.8227,0.7066,0.7842,0.5235,0.9640,0.7572,16.38,23.39,27.10,22.29
"[8942,53607]_patch_3_4",0.5100,0.8703,0.8485,0.7430,0.8027,0.5631,0.9674,0.7778,17.86,23.37,28.34,23.19
"[8942,53607]_patch_3_5",0.6383,0.8586,0.8203,0.7724,0.8010,0.6344,0.9627,0.7994,18.28,23.54,27.40,23.07
"[8942,53607]_patch_3_6",0.6349,0.8685,0.8043,0.7692,0.7243,0.5754,0.9548,0.7515,18.28,24.04,27.37,23.23
"[8942,53607]_patch_3_7",0.5633,0.8941,0.7938,0.7504,0.6799,0.6850,0.9450,0.7700,18.01,25.55,27.76,23.77
"[8942,53607]_patch_3_8",0.5625,0.9157,0.7919,0.7567,0.6985,0.7757,0.9524,0.8089,18.49,26.56,26.98,24.01
"[8942,53607]_patch_4_0",0.2674,0.8754,0.7787,0.6405,0.6162,0.6096,0.9500,0.7253,13.89,23.47,25.85,21.07
"[8942,53607]_patch_4_1",0.3340,0.8697,0.7928,0.6655,0.6460,0.6377,0.9474,0.7437,14.54,23.21,26.31,21.35
"[8942,53607]_patch_4_2",0.4896,0.8205,0.8074,0.7058,0.7835,0.5585,0.9572,0.7664,16.18,20.98,26.60,21.25
"[8942,53607]_patch_4_3",0.5676,0.8140,0.8487,0.7434,0.7531,0.5073,0.9681,0.7428,17.87,20.57,28.15,22.20
"[8942,53607]_patch_4_4",0.5705,0.8519,0.8387,0.7537,0.7435,0.5464,0.9652,0.7517,17.54,22.23,28.02,22.59
"[8942,53607]_patch_4_5",0.5812,0.8686,0.7925,0.7474,0.6959,0.6103,0.9458,0.7507,17.54,23.46,26.61,22.54
"[8942,53607]_patch_4_6",0.5506,0.9047,0.7741,0.7431,0.5936,0.6017,0.9317,0.7090,18.15,26.43,26.48,23.68
"[8942,53607]_patch_4_7",0.5351,0.9147,0.7715,0.7404,0.6169,0.6892,0.9317,0.7459,18.29,26.40,27.15,23.95
"[8942,53607]_patch_4_8",0.6016,0.9013,0.7661,0.7563,0.6962,0.6775,0.9366,0.7701,19.67,24.09,26.33,23.36
"[8942,53607]_patch_5_0",0.2643,0.8858,0.7809,0.6437,0.5562,0.6564,0.9499,0.7208,14.77,23.49,25.25,21.17
"[8942,53607]_patch_5_1",0.3104,0.8773,0.7932,0.6603,0.6248,0.6342,0.9430,0.7340,13.61,22.89,26.28,20.93
"[8942,53607]_patch_5_2",0.4888,0.8078,0.8122,0.7029,0.7164,0.5371,0.9526,0.7354,16.05,20.62,26.92,21.20
"[8942,53607]_patch_5_3",0.5173,0.7992,0.8239,0.7135,0.6924,0.5547,0.9625,0.7365,16.47,20.26,27.31,21.35
"[8942,53607]_patch_5_4",0.5503,0.8542,0.8150,0.7398,0.6967,0.6036,0.9643,0.7549,15.97,22.17,26.66,21.60
"[8942,53607]_patch_5_5",0.6133,0.8793,0.8002,0.7643,0.6953,0.6164,0.9513,0.7543,17.71,23.45,26.25,22.47
"[8942,53607]_patch_5_6",0.5460,0.9140,0.7719,0.7440,0.6646,0.6454,0.9323,0.7474,17.71,25.88,25.94,23.17
"[8942,53607]_patch_5_7",0.5375,0.9100,0.7683,0.7386,0.6936,0.6699,0.9295,0.7643,18.54,25.46,26.59,23.53
"[8942,53607]_patch_5_8",0.6067,0.8932,0.7777,0.7592,0.6931,0.6760,0.9308,0.7667,19.33,23.72,27.08,23.37
"[8942,53607]_patch_6_0",0.2250,0.8733,0.7771,0.6251,0.5716,0.5677,0.9385,0.6926,12.64,22.31,25.67,20.21
"[8942,53607]_patch_6_1",0.2603,0.8987,0.7746,0.6446,0.5825,0.5522,0.9317,0.6888,13.54,23.93,25.72,21.06
"[8942,53607]_patch_6_2",0.3627,0.8889,0.7875,0.6797,0.6116,0.4654,0.9374,0.6714,14.62,23.47,26.35,21.48
"[8942,53607]_patch_6_3",0.4238,0.8693,0.8058,0.6996,0.6601,0.5694,0.9507,0.7267,15.14,22.68,27.10,21.64
"[8942,53607]_patch_6_4",0.5757,0.8701,0.8200,0.7553,0.7219,0.6195,0.9568,0.7660,16.74,23.05,27.19,22.33
"[8942,53607]_patch_6_5",0.6691,0.8967,0.8110,0.7923,0.7421,0.6496,0.9489,0.7802,19.29,24.27,26.98,23.51
"[8942,53607]_patch_6_6",0.5517,0.9210,0.7771,0.7499,0.6740,0.6774,0.9356,0.7623,17.64,25.99,26.35,23.33
"[8942,53607]_patch_6_7",0.5449,0.9117,0.7728,0.7431,0.6912,0.7119,0.9300,0.7777,18.78,25.06,26.78,23.54
"[8942,53607]_patch_6_8",0.5872,0.9001,0.7828,0.7567,0.7205,0.7698,0.9304,0.8069,18.85,23.94,27.25,23.35
"[9241,45651]_patch_0_0",0.5045,0.9960,0.9938,0.8314,0.9412,-0.0000,0.9814,0.6408,27.67,40.84,43.57,37.36
"[9241,45651]_patch_0_1",0.5399,0.9819,0.9523,0.8247,0.9102,0.2046,0.9819,0.6989,20.80,30.87,34.20,28.62
"[9241,45651]_patch_0_2",0.6072,0.9265,0.9061,0.8133,0.8441,0.4862,0.9792,0.7698,19.87,25.34,31.57,25.59
"[9241,45651]_patch_0_3",0.5754,0.9134,0.8944,0.7944,0.7964,0.5022,0.9790,0.7592,19.99,25.06,30.95,25.33
"[9241,45651]_patch_0_4",0.5660,0.9429,0.9130,0.8073,0.8260,0.4611,0.9803,0.7558,21.25,26.38,32.66,26.76
"[9241,45651]_patch_0_5",0.6719,0.9020,0.8967,0.8235,0.8343,0.5589,0.9784,0.7905,21.67,24.14,31.38,25.73
"[9241,45651]_patch_0_6",0.7659,0.8518,0.8716,0.8298,0.8012,0.5585,0.9749,0.7782,21.26,22.50,30.03,24.59
"[9241,45651]_patch_0_7",0.7892,0.8621,0.8695,0.8403,0.8084,0.5987,0.9759,0.7943,21.56,22.85,29.96,24.79
"[9241,45651]_patch_0_8",0.7740,0.9036,0.8902,0.8559,0.8195,0.5769,0.9791,0.7919,22.51,24.24,30.79,25.84
"[9241,45651]_patch_1_0",0.4734,0.9973,0.9958,0.8222,0.8770,-0.0000,0.9518,0.6096,33.11,37.42,48.79,39.78
"[9241,45651]_patch_1_1",0.5352,0.9959,0.9879,0.8397,0.9170,0.2663,0.9830,0.7221,24.49,39.16,40.76,34.81
"[9241,45651]_patch_1_2",0.5447,0.9900,0.9691,0.8346,0.8702,0.0682,0.9816,0.6400,22.31,36.77,36.29,31.79
"[9241,45651]_patch_1_3",0.4658,0.9812,0.9624,0.8031,0.8198,0.1179,0.9812,0.6396,22.11,32.87,35.67,30.22
"[9241,45651]_patch_1_4",0.5150,0.9638,0.9402,0.8063,0.8344,0.5100,0.9802,0.7749,22.89,28.35,34.49,28.58
"[9241,45651]_patch_1_5",0.6534,0.9200,0.8989,0.8241,0.8039,0.5948,0.9779,0.7922,22.15,25.04,31.66,26.29
"[9241,45651]_patch_1_6",0.7254,0.8832,0.8769,0.8285,0.7771,0.5538,0.9758,0.7689,21.51,23.48,30.35,25.12
"[9241,45651]_patch_1_7",0.7617,0.8401,0.8717,0.8245,0.7810,0.6065,0.9744,0.7873,21.07,22.07,30.16,24.43
"[9241,45651]_patch_1_8",0.8120,0.8444,0.8746,0.8437,0.7693,0.5874,0.9763,0.7777,21.71,21.96,29.97,24.55
"[9241,45651]_patch_2_0",0.0002,0.9991,0.9885,0.6626,0.0123,-0.0000,0.8974,0.3032,4.21,37.31,44.96,28.83
"[9241,45651]_patch_2_1",0.0000,0.9969,nan,nan,0.0904,-0.0000,0.0085,0.0330,6.19,32.07,-inf,-inf
"[9241,45651]_patch_2_2",0.0000,0.9961,nan,nan,0.0815,-0.0000,0.0092,0.0302,5.80,31.76,-inf,-inf
"[9241,45651]_patch_2_3",0.0035,0.9989,0.9882,0.6635,0.2656,-0.0001,0.1736,0.1464,17.04,39.32,43.56,33.31
"[9241,45651]_patch_2_4",0.3638,0.9950,0.9730,0.7772,0.8538,-0.0000,0.9806,0.6114,25.23,33.22,35.95,31.47
"[9241,45651]_patch_2_5",0.5327,0.9413,0.9184,0.7975,0.8225,0.5191,0.9779,0.7732,21.67,25.73,31.58,26.33
"[9241,45651]_patch_2_6",0.7091,0.8661,0.8791,0.8181,0.8001,0.5394,0.9746,0.7714,21.16,23.20,30.29,24.88
"[9241,45651]_patch_2_7",0.7540,0.8518,0.8678,0.8245,0.7890,0.6180,0.9744,0.7938,20.26,22.86,29.72,24.28
"[9241,45651]_patch_2_8",0.7525,0.8751,0.8791,0.8356,0.7629,0.6296,0.9774,0.7899,20.43,23.46,29.96,24.62
"[9241,45651]_patch_3_0",0.5449,0.9965,0.9918,0.8444,0.8445,-0.0003,0.9621,0.6021,27.14,30.10,44.54,33.93
"[9241,45651]_patch_3_1",0.5324,0.9874,0.9790,0.8329,0.8975,0.1250,0.9819,0.6681,22.31,36.04,38.92,32.42
"[9241,45651]_patch_3_2",0.5404,0.9715,0.9568,0.8229,0.8898,0.5521,0.9810,0.8076,21.85,30.54,36.11,29.50
"[9241,45651]_patch_3_3",0.4142,0.9602,0.9499,0.7747,0.8734,0.5759,0.9812,0.8102,21.26,28.28,34.95,28.17
"[9241,45651]_patch_3_4",0.3186,0.9781,0.9622,0.7530,0.9064,0.4938,0.9828,0.7943,22.91,30.47,34.24,29.20
"[9241,45651]_patch_3_5",0.5048,0.9404,0.9403,0.7952,0.8680,0.5022,0.9802,0.7835,22.49,26.03,33.20,27.24
"[9241,45651]_patch_3_6",0.7491,0.8301,0.8809,0.8200,0.8493,0.5057,0.9758,0.7769,22.41,21.61,30.21,24.74
"[9241,45651]_patch_3_7",0.7674,0.8471,0.8697,0.8281,0.7965,0.5708,0.9762,0.7812,20.87,22.34,29.76,24.32
"[9241,45651]_patch_3_8",0.7489,0.9122,0.8795,0.8469,0.7629,0.6268,0.9794,0.7897,20.71,25.13,29.94,25.26
"[9241,45651]_patch_4_0",0.5311,0.9655,0.9595,0.8187,0.8545,0.4423,0.9782,0.7583,20.61,30.18,34.79,28.53
"[9241,45651]_patch_4_1",0.5526,0.9122,0.9098,0.7915,0.8395,0.5323,0.9776,0.7831,18.62,25.02,32.05,25.23
"[9241,45651]_patch_4_2",0.6530,0.8478,0.8786,0.7931,0.8442,0.4637,0.9766,0.7615,20.26,21.58,30.60,24.15
"[9241,45651]_patch_4_3",0.6585,0.8259,0.8730,0.7858,0.8389,0.4687,0.9763,0.7613,20.99,20.68,30.18,23.95
"[9241,45651]_patch_4_4",0.5618,0.9038,0.9095,0.7917,0.8330,0.4935,0.9794,0.7687,21.96,23.38,31.95,25.76
"[9241,45651]_patch_4_5",0.5574,0.9263,0.9073,0.7970,0.8157,0.5536,0.9788,0.7827,20.18,25.79,31.44,25.80
"[9241,45651]_patch_4_6",0.7147,0.8501,0.8753,0.8134,0.8047,0.5363,0.9756,0.7722,20.52,21.93,30.07,24.17
"[9241,45651]_patch_4_7",0.7144,0.8611,0.8808,0.8188,0.7760,0.5568,0.9770,0.7699,20.88,22.18,30.76,24.61
"[9241,45651]_patch_4_8",0.7533,0.9193,0.8769,0.8498,0.7794,0.5745,0.9785,0.7775,22.22,25.46,30.29,25.99
"[9241,45651]_patch_5_0",0.5384,0.9014,0.9173,0.7857,0.8611,0.5967,0.9776,0.8118,19.75,24.47,32.31,25.51
"[9241,45651]_patch_5_1",0.6521,0.8277,0.8613,0.7804,0.8221,0.6265,0.9739,0.8075,19.39,21.86,30.17,23.81
"[9241,45651]_patch_5_2",0.7471,0.7884,0.8521,0.7959,0.8443,0.5086,0.9731,0.7753,20.98,20.27,29.37,23.54
"[9241,45651]_patch_5_3",0.7711,0.7735,0.8554,0.8000,0.8546,0.4303,0.9732,0.7527,22.48,19.42,29.26,23.72
"[9241,45651]_patch_5_4",0.7165,0.8489,0.8736,0.8130,0.8098,0.4822,0.9765,0.7562,21.47,21.32,30.17,24.32
"[9241,45651]_patch_5_5",0.6767,0.8852,0.8805,0.8141,0.7877,0.5349,0.9777,0.7668,19.79,23.34,30.47,24.53
"[9241,45651]_patch_5_6",0.7081,0.8695,0.8751,0.8176,0.7903,0.5626,0.9774,0.7768,19.99,22.47,29.96,24.14
"[9241,45651]_patch_5_7",0.7251,0.8955,0.8767,0.8324,0.7681,0.5848,0.9785,0.7771,21.42,23.45,30.17,25.02
"[9241,45651]_patch_5_8",0.7589,0.9373,0.8809,0.8591,0.8015,0.5326,0.9792,0.7711,21.97,26.40,30.60,26.32
"[9241,45651]_patch_6_0",0.5256,0.9101,0.9162,0.7840,0.8705,0.5742,0.9782,0.8076,20.88,24.50,32.21,25.86
"[9241,45651]_patch_6_1",0.6658,0.8395,0.8682,0.7912,0.8464,0.6057,0.9755,0.8092,19.93,22.03,30.12,24.03
"[9241,45651]_patch_6_2",0.7691,0.8447,0.8656,0.8265,0.8489,0.5701,0.9750,0.7980,21.66,22.22,29.80,24.56
"[9241,45651]_patch_6_3",0.7746,0.8675,0.8681,0.8367,0.8480,0.4842,0.9751,0.7691,22.55,22.49,29.85,24.96
"[9241,45651]_patch_6_4",0.7829,0.8754,0.8714,0.8432,0.8466,0.5498,0.9768,0.7911,22.45,22.66,29.74,24.95
"[9241,45651]_patch_6_5",0.7891,0.8539,0.8696,0.8375,0.8428,0.5910,0.9779,0.8039,22.05,22.02,29.64,24.57
"[9241,45651]_patch_6_6",0.7838,0.8649,0.8661,0.8382,0.8015,0.6226,0.9780,0.8007,23.40,22.40,29.54,25.11
"[9241,45651]_patch_6_7",0.7737,0.9012,0.8724,0.8491,0.8049,0.6100,0.9784,0.7978,21.73,24.10,30.13,25.32
"[9241,45651]_patch_6_8",0.8510,0.9176,0.8856,0.8847,0.8497,0.4834,0.9791,0.7707,24.12,24.74,30.93,26.60
"[9364,55222]_patch_0_0",0.7020,0.8533,0.8297,0.7950,0.8018,0.5509,0.9526,0.7685,19.93,22.88,28.60,23.80
"[9364,55222]_patch_0_1",0.5883,0.9300,0.7809,0.7664,0.6724,0.5838,0.9345,0.7303,19.89,26.45,26.53,24.29
"[9364,55222]_patch_0_2",0.5718,0.9442,0.7706,0.7622,0.6247,0.6674,0.9358,0.7427,20.00,27.04,26.78,24.61
"[9364,55222]_patch_0_3",0.5479,0.9532,0.7856,0.7622,0.6935,0.7139,0.9506,0.7860,19.45,28.75,27.80,25.33
"[9364,55222]_patch_0_4",0.5981,0.9089,0.8089,0.7720,0.7952,0.7264,0.9558,0.8258,20.19,24.87,28.81,24.63
"[9364,55222]_patch_0_5",0.6988,0.8114,0.8480,0.7861,0.8077,0.6604,0.9641,0.8107,21.05,21.21,30.66,24.31
"[9364,55222]_patch_0_6",0.7642,0.7899,0.8731,0.8091,0.7817,0.6072,0.9754,0.7881,21.96,20.85,31.25,24.69
"[9364,55222]_patch_0_7",0.7574,0.8442,0.8667,0.8228,0.8152,0.5923,0.9721,0.7932,22.38,21.99,31.09,25.15
"[9364,55222]_patch_0_8",0.6400,0.9135,0.8489,0.8008,0.8052,0.6730,0.9655,0.8146,19.22,24.38,30.89,24.83
"[9364,55222]_patch_1_0",0.8810,0.7919,0.8537,0.8422,0.8878,0.5967,0.9652,0.8166,24.82,20.94,29.13,24.96
"[9364,55222]_patch_1_1",0.7899,0.8414,0.8337,0.8217,0.8450,0.6380,0.9509,0.8113,22.92,22.39,28.70,24.67
"[9364,55222]_patch_1_2",0.7658,0.8288,0.8227,0.8058,0.8586,0.5982,0.9497,0.8022,23.49,21.55,28.86,24.63
"[9364,55222]_patch_1_3",0.7154,0.8207,0.8142,0.7834,0.8923,0.5434,0.9573,0.7977,22.01,20.98,28.70,23.89
"[9364,55222]_patch_1_4",0.6991,0.8370,0.8232,0.7864,0.8693,0.5949,0.9550,0.8064,22.03,21.73,29.40,24.39
"[9364,55222]_patch_1_5",0.7186,0.8027,0.8460,0.7891,0.8291,0.6428,0.9616,0.8112,20.66,20.96,30.48,24.04
"[9364,55222]_patch_1_6",0.7550,0.8101,0.8751,0.8134,0.8164,0.6014,0.9734,0.7971,22.38,20.83,31.59,24.93
"[9364,55222]_patch_1_7",0.8120,0.8040,0.8832,0.8331,0.6736,0.5598,0.9759,0.7364,25.75,20.48,31.85,26.03
"[9364,55222]_patch_1_8",0.7694,0.8276,0.8678,0.8216,0.8476,0.6141,0.9731,0.8116,21.74,21.08,31.41,24.74
"[9364,55222]_patch_2_0",0.9534,0.7613,0.8541,0.8563,0.7443,0.5704,0.9716,0.7621,30.29,20.21,28.84,26.45
"[9364,55222]_patch_2_1",0.9437,0.7648,0.8659,0.8582,0.9128,0.5775,0.9739,0.8214,30.32,20.09,29.91,26.77
"[9364,55222]_patch_2_2",0.9306,0.6585,0.8569,0.8153,0.9127,0.4916,0.9735,0.7926,29.98,18.08,29.27,25.78
"[9364,55222]_patch_2_3",0.9009,0.6543,0.8548,0.8033,0.8142,0.4868,0.9720,0.7577,26.75,17.81,29.70,24.76
"[9364,55222]_patch_2_4",0.7796,0.7287,0.8395,0.7826,0.8045,0.5256,0.9660,0.7654,21.94,18.84,29.62,23.47
"[9364,55222]_patch_2_5",0.7738,0.7486,0.8462,0.7895,0.8144,0.5659,0.9683,0.7829,21.03,19.61,29.75,23.46
"[9364,55222]_patch_2_6",0.8185,0.7683,0.8739,0.8202,0.7980,0.5548,0.9743,0.7757,24.64,19.97,31.10,25.24
"[9364,55222]_patch_2_7",0.8036,0.7807,0.8809,0.8217,0.6443,0.5226,0.9760,0.7143,25.78,20.12,31.43,25.78
"[9364,55222]_patch_2_8",0.7693,0.8083,0.8637,0.8138,0.7891,0.5504,0.9738,0.7711,22.24,20.87,30.84,24.65
"[9364,55222]_patch_3_0",0.8717,0.7611,0.8492,0.8273,0.8401,0.5468,0.9660,0.7843,25.06,20.38,28.94,24.79
"[9364,55222]_patch_3_1",0.9286,0.7404,0.8628,0.8439,0.8073,0.5142,0.9731,0.7649,27.56,19.65,29.60,25.60
"[9364,55222]_patch_3_2",0.9592,0.6689,0.8664,0.8315,0.0637,0.4704,0.9765,0.5036,34.73,18.27,29.47,27.49
"[9364,55222]_patch_3_3",0.9310,0.6138,0.8630,0.8026,0.6117,0.4922,0.9760,0.6933,27.99,16.82,29.37,24.73
"[9364,55222]_patch_3_4",0.7976,0.6431,0.8557,0.7655,0.7085,0.5084,0.9735,0.7301,22.12,16.81,29.74,22.89
"[9364,55222]_patch_3_5",0.8081,0.7037,0.8624,0.7914,0.6655,0.5462,0.9751,0.7289,22.30,18.80,30.26,23.79
"[9364,55222]_patch_3_6",0.8464,0.7219,0.8754,0.8146,0.3157,0.5433,0.9762,0.6118,24.05,19.42,30.93,24.80
"[9364,55222]_patch_3_7",0.7303,0.7689,0.8798,0.7930,0.6596,0.4918,0.9746,0.7087,21.97,19.78,31.45,24.40
"[9364,55222]_patch_3_8",0.6492,0.8678,0.8417,0.7862,0.7367,0.4467,0.9722,0.7185,20.92,21.83,29.50,24.08
"[9364,55222]_patch_4_0",0.7277,0.8314,0.8447,0.8013,0.7833,0.5900,0.9637,0.7790,21.28,21.92,29.07,24.09
"[9364,55222]_patch_4_1",0.8181,0.7882,0.8612,0.8225,0.8317,0.5457,0.9693,0.7823,22.89,20.92,29.61,24.47
"[9364,55222]_patch_4_2",0.9289,0.7781,0.8701,0.8590,0.9010,0.5150,0.9733,0.7964,27.96,20.49,29.88,26.11
"[9364,55222]_patch_4_3",0.9382,0.6842,0.8697,0.8307,-0.0043,0.4982,0.9753,0.4897,31.80,17.54,29.76,26.37
"[9364,55222]_patch_4_4",0.8746,0.5623,0.8593,0.7654,0.0356,0.5254,0.9747,0.5119,18.80,15.62,29.06,21.16
"[9364,55222]_patch_4_5",0.9083,0.5298,0.8496,0.7626,0.0199,0.5224,0.9743,0.5055,27.42,15.62,28.63,23.89
"[9364,55222]_patch_4_6",0.8951,0.5995,0.8536,0.7827,0.4434,0.5078,0.9741,0.6418,25.83,16.85,29.52,24.07
"[9364,55222]_patch_4_7",0.7811,0.6843,0.8597,0.7751,0.6446,0.5044,0.9741,0.7077,23.41,18.05,30.15,23.87
"[9364,55222]_patch_4_8",0.6441,0.8378,0.8361,0.7727,0.7101,0.5272,0.9711,0.7361,20.38,21.04,29.14,23.52
"[9364,55222]_patch_5_0",0.6756,0.9236,0.8621,0.8204,0.7390,0.5615,0.9676,0.7560,21.03,25.01,29.75,25.26
"[9364,55222]_patch_5_1",0.6838,0.9096,0.8720,0.8218,0.7811,0.6152,0.9696,0.7886,21.18,24.78,30.01,25.33
"[9364,55222]_patch_5_2",0.8079,0.8361,0.8635,0.8359,0.8604,0.5813,0.9721,0.8046,23.19,22.15,29.57,24.97
"[9364,55222]_patch_5_3",0.9459,0.7947,0.8744,0.8717,0.9172,0.5030,0.9757,0.7986,28.84,20.37,30.27,26.49
"[9364,55222]_patch_5_4",0.9554,0.6991,0.8727,0.8424,-0.0039,0.5419,0.9766,0.5049,31.65,17.50,29.66,26.27
"[9364,55222]_patch_5_5",0.9642,0.5466,0.8494,0.7867,-0.0041,0.5375,0.9742,0.5025,33.86,15.61,28.37,25.94
"[9364,55222]_patch_5_6",0.9144,0.5466,0.8400,0.7670,0.7578,0.5278,0.9727,0.7528,25.86,15.95,28.60,23.47
"[9364,55222]_patch_5_7",0.8755,0.6131,0.8514,0.7800,0.6267,0.5357,0.9728,0.7117,24.82,16.60,29.49,23.64
"[9364,55222]_patch_5_8",0.8264,0.6867,0.8556,0.7896,0.7231,0.6096,0.9737,0.7688,22.40,17.49,29.80,23.23
"[9364,55222]_patch_6_0",0.5823,0.9146,0.8511,0.7826,0.6511,0.6075,0.9676,0.7421,18.25,25.26,28.47,24.00
"[9364,55222]_patch_6_1",0.6233,0.9342,0.8550,0.8042,0.7124,0.5982,0.9679,0.7595,20.26,26.55,29.23,25.35
"[9364,55222]_patch_6_2",0.7252,0.8768,0.8488,0.8170,0.7941,0.5909,0.9706,0.7852,21.61,23.68,28.90,24.73
"[9364,55222]_patch_6_3",0.8312,0.8361,0.8684,0.8452,0.8372,0.5663,0.9742,0.7926,23.70,22.09,30.19,25.32
"[9364,55222]_patch_6_4",0.9324,0.8172,0.8718,0.8738,0.8542,0.5264,0.9754,0.7853,27.27,21.01,30.31,26.20
"[9364,55222]_patch_6_5",0.9701,0.7822,0.8695,0.8739,0.8919,0.6077,0.9771,0.8256,31.45,19.82,29.96,27.08
"[9364,55222]_patch_6_6",0.9315,0.7244,0.8636,0.8398,0.7074,0.5986,0.9760,0.7606,27.47,18.54,29.79,25.27
"[9364,55222]_patch_6_7",0.8695,0.7341,0.8738,0.8258,0.7242,0.5736,0.9753,0.7577,27.65,18.21,30.76,25.54
"[9364,55222]_patch_6_8",0.7390,0.7311,0.8782,0.7828,0.0428,0.6270,0.9770,0.5489,23.52,18.19,30.77,24.16
"[9820,48478]_patch_0_0",0.8551,0.6422,0.8477,0.7817,0.0538,0.4844,0.9738,0.5040,29.25,17.72,28.97,25.31
"[9820,48478]_patch_0_1",0.9129,0.6556,0.8467,0.8051,0.6346,0.5122,0.9738,0.7068,25.56,17.72,28.29,23.86
"[9820,48478]_patch_0_2",0.8911,0.7001,0.8544,0.8152,0.5778,0.4605,0.9747,0.6710,23.29,18.47,27.90,23.22
"[9820,48478]_patch_0_3",0.9023,0.7481,0.8704,0.8403,0.3513,0.3776,0.9776,0.5688,24.86,19.41,28.11,24.13
"[9820,48478]_patch_0_4",0.8760,0.7963,0.8757,0.8493,0.3495,0.4551,0.9783,0.5943,24.24,20.57,29.20,24.67
"[9820,48478]_patch_0_5",0.8574,0.8553,0.8716,0.8614,0.2381,0.5406,0.9768,0.5852,25.19,22.91,30.21,26.10
"[9820,48478]_patch_0_6",0.7426,0.8806,0.8689,0.8307,0.0969,0.4875,0.9754,0.5199,27.68,24.27,30.30,27.42
"[9820,48478]_patch_0_7",0.5495,0.9023,0.8852,0.7790,0.0589,0.4262,0.9739,0.4863,23.07,24.22,30.79,26.03
"[9820,48478]_patch_0_8",0.5704,0.9035,0.8959,0.7899,0.1309,0.4980,0.9734,0.5341,23.91,24.06,31.26,26.41
"[9820,48478]_patch_1_0",0.8186,0.7784,0.8778,0.8249,0.0416,0.4978,0.9745,0.5046,29.58,20.07,30.41,26.69
"[9820,48478]_patch_1_1",0.9082,0.7874,0.8668,0.8541,0.6412,0.5180,0.9752,0.7115,25.63,19.26,29.28,24.72
"[9820,48478]_patch_1_2",0.9134,0.7431,0.8530,0.8365,0.5433,0.4335,0.9753,0.6507,23.24,19.05,28.28,23.52
"[9820,48478]_patch_1_3",0.9095,0.7507,0.8650,0.8417,0.2919,0.3593,0.9766,0.5426,24.76,19.70,28.54,24.34
"[9820,48478]_patch_1_4",0.8898,0.8294,0.8770,0.8654,0.3918,0.4265,0.9766,0.5983,25.40,21.38,29.95,25.58
"[9820,48478]_patch_1_5",0.7635,0.8737,0.8773,0.8382,0.2906,0.5912,0.9753,0.6190,25.97,23.30,30.60,26.62
"[9820,48478]_patch_1_6",0.5664,0.9022,0.8913,0.7866,0.6536,0.5833,0.9757,0.7375,25.53,24.97,30.57,27.03
"[9820,48478]_patch_1_7",0.4846,0.9305,0.9243,0.7798,0.6469,0.3750,0.9760,0.6660,23.38,25.19,31.67,26.75
"[9820,48478]_patch_1_8",0.4536,0.9328,0.9316,0.7727,0.2474,0.4695,0.9754,0.5641,21.72,26.26,31.51,26.50
"[9820,48478]_patch_2_0",0.4314,0.9124,0.9429,0.7622,0.0407,0.4595,0.9777,0.4926,23.95,24.05,33.20,27.07
"[9820,48478]_patch_2_1",0.8278,0.8783,0.9053,0.8705,0.6437,0.4889,0.9804,0.7043,31.99,21.92,30.13,28.01
"[9820,48478]_patch_2_2",0.8682,0.8283,0.8717,0.8561,0.1799,0.4608,0.9777,0.5395,25.79,21.25,29.19,25.41
