filename,dapi_ssim,panck_ssim,cd3_ssim,average_ssim,dapi_pearson,panck_pearson,cd3_pearson,average_pearson,dapi_psnr,panck_psnr,cd3_psnr,average_psnr
"[21061,52430]_patch_2_7",0.4678,0.6210,0.8092,0.6327,0.7498,0.2145,0.9501,0.6381,15.96,19.00,20.60,18.52
"[21061,52430]_patch_2_8",0.4740,0.5394,0.6472,0.5535,0.7857,0.2217,0.9529,0.6534,16.31,18.89,22.21,19.14
"[21061,52430]_patch_3_0",0.4727,0.2178,0.5926,0.4277,0.1294,0.2557,0.9522,0.4458,15.80,15.59,25.57,18.99
"[21061,52430]_patch_3_1",0.5140,0.3662,0.8073,0.5625,0.7317,0.2365,0.9501,0.6394,20.03,17.00,24.65,20.56
"[21061,52430]_patch_3_2",0.3394,0.2737,0.6334,0.4155,0.5510,0.3330,0.9471,0.6104,16.62,14.38,23.49,18.17
"[21061,52430]_patch_3_3",0.2648,0.1894,0.6637,0.3726,0.6821,0.2258,0.9525,0.6202,15.37,13.00,22.85,17.07
"[21061,52430]_patch_3_4",0.3033,0.2311,0.6571,0.3972,0.7435,0.1245,0.9500,0.6060,15.79,17.02,18.52,17.11
"[21061,52430]_patch_3_5",0.2595,0.1162,0.6484,0.3414,0.7701,0.1219,0.9472,0.6131,15.77,14.55,16.44,15.58
"[21061,52430]_patch_3_6",0.3613,0.2931,0.6551,0.4365,0.8098,0.1721,0.9436,0.6419,13.41,15.61,17.71,15.58
"[21061,52430]_patch_3_7",0.4538,0.4833,0.6500,0.5290,0.7048,0.2499,0.9469,0.6338,14.89,19.15,18.93,17.66
"[21061,52430]_patch_3_8",0.3874,0.4718,0.6495,0.5029,0.7793,0.2402,0.9523,0.6573,14.04,18.65,19.36,17.35
"[21061,52430]_patch_4_0",0.4562,0.2351,0.7997,0.4970,0.2091,0.1793,0.9496,0.4460,18.47,14.81,24.45,19.24
"[21061,52430]_patch_4_1",0.4055,0.2436,0.6079,0.4190,0.1587,0.2292,0.9506,0.4462,17.53,15.03,25.40,19.32
"[21061,52430]_patch_4_2",0.3871,0.3620,0.6029,0.4507,0.0810,0.2356,0.9518,0.4228,17.85,17.34,25.36,20.19
"[21061,52430]_patch_4_3",0.4123,0.0591,0.5978,0.3564,0.1042,0.2203,0.9528,0.4258,18.74,13.25,25.16,19.05
"[21061,52430]_patch_4_4",0.0823,0.0528,0.6431,0.2594,0.1161,0.2302,0.9492,0.4318,10.67,10.73,20.41,13.94
"[21061,52430]_patch_4_5",0.1764,0.1674,0.6506,0.3315,0.8009,0.1532,0.9427,0.6323,15.37,17.50,16.82,16.56
"[21061,52430]_patch_4_6",0.3877,0.3690,0.6644,0.4737,0.7527,0.1850,0.9385,0.6254,14.46,17.59,17.96,16.67
"[21061,52430]_patch_4_7",0.4904,0.8162,0.6312,0.6460,0.6666,0.2571,0.9391,0.6209,14.13,21.80,16.21,17.38
"[21061,52430]_patch_4_8",0.4312,0.7963,0.6725,0.6333,0.7772,0.3329,0.9467,0.6856,13.21,19.24,20.05,17.50
"[21061,52430]_patch_5_0",0.5084,0.2867,0.5835,0.4595,0.1229,0.1325,0.9505,0.4020,16.25,15.71,24.16,18.71
"[21061,52430]_patch_5_1",0.3461,0.1324,0.5931,0.3572,0.1158,0.1502,0.9502,0.4054,13.20,12.86,23.64,16.57
"[21061,52430]_patch_5_2",0.3746,0.1558,0.5822,0.3709,0.1125,0.2018,0.9505,0.4216,13.79,13.45,24.83,17.36
"[21061,52430]_patch_5_3",0.3516,0.1412,0.5829,0.3585,0.1391,0.2299,0.9523,0.4404,16.89,13.75,25.41,18.68
"[21061,52430]_patch_5_4",0.2154,0.0698,0.6155,0.3002,0.1559,0.2768,0.9502,0.4609,13.81,13.76,24.28,17.28
"[21061,52430]_patch_5_5",0.1230,0.0563,0.6537,0.2777,0.5400,0.2576,0.9534,0.5837,12.99,12.27,22.38,15.88
"[21061,52430]_patch_5_6",0.3426,0.2176,0.6577,0.4060,0.7717,0.1489,0.9382,0.6196,14.72,16.79,17.66,16.39
"[21061,52430]_patch_5_7",0.4215,0.3318,0.6482,0.4672,0.7525,0.2313,0.9326,0.6388,14.34,17.04,15.98,15.79
"[21061,52430]_patch_5_8",0.4779,0.5254,0.6551,0.5528,0.7086,0.3334,0.9331,0.6583,14.94,18.44,17.81,17.06
"[21061,52430]_patch_6_0",0.1917,0.7532,0.5589,0.5013,0.0965,0.1972,0.9532,0.4156,14.52,18.66,27.21,20.13
"[21061,52430]_patch_6_1",0.8052,0.1809,0.5888,0.5250,0.0912,0.1728,0.9562,0.4068,26.00,13.71,24.58,21.43
"[21061,52430]_patch_6_2",0.1737,0.1727,0.5774,0.3079,0.1020,0.2094,0.9514,0.4210,12.91,13.05,24.30,16.75
"[21061,52430]_patch_6_3",0.3113,0.1060,0.5944,0.3372,0.1354,0.2475,0.9530,0.4453,13.26,13.04,24.20,16.83
"[21061,52430]_patch_6_4",0.1383,0.1207,0.8028,0.3539,0.1039,0.2398,0.9565,0.4334,15.19,14.88,24.80,18.29
"[21061,52430]_patch_6_5",0.7274,0.0668,0.6046,0.4663,0.0595,0.1945,0.9573,0.4037,19.76,14.63,26.58,20.32
"[21061,52430]_patch_6_6",0.2758,0.1717,0.6396,0.3624,0.7621,0.2387,0.9454,0.6487,16.69,13.03,19.83,16.51
"[21061,52430]_patch_6_7",0.3626,0.3153,0.6521,0.4433,0.7664,0.2719,0.9266,0.6550,13.24,17.13,15.42,15.26
"[21061,52430]_patch_6_8",0.5262,0.4866,0.6453,0.5527,0.7435,0.3906,0.9345,0.6895,17.66,17.73,17.30,17.56
"[21517,53870]_patch_0_0",0.2707,0.2854,0.6386,0.3982,0.7943,0.2364,0.9302,0.6536,13.33,16.15,15.07,14.85
"[21517,53870]_patch_0_1",0.1020,0.0701,0.6757,0.2826,0.5252,0.2888,0.9283,0.5807,9.52,7.33,17.83,11.56
"[21517,53870]_patch_0_2",0.1247,0.0835,0.6365,0.2816,0.4189,0.4026,0.9261,0.5825,10.88,10.22,19.65,13.59
"[21517,53870]_patch_0_3",0.2182,0.0756,0.6402,0.3114,0.7434,0.2699,0.9355,0.6496,16.56,11.84,21.10,16.50
"[21517,53870]_patch_0_4",0.4604,0.2656,0.6606,0.4622,0.8549,0.2228,0.9409,0.6729,15.31,16.96,18.52,16.93
"[21517,53870]_patch_0_5",0.5189,0.8815,0.6762,0.6922,0.8079,0.2710,0.9409,0.6733,17.49,24.85,16.38,19.58
"[21517,53870]_patch_0_6",0.4832,0.3897,0.6696,0.5142,0.8316,0.1725,0.9421,0.6487,15.45,16.16,16.95,16.19
"[21517,53870]_patch_0_7",0.4397,0.4012,0.6583,0.4997,0.7738,0.1474,0.9465,0.6226,16.06,17.43,20.21,17.90
"[21517,53870]_patch_0_8",0.3173,0.4497,0.6780,0.4817,0.6869,0.1651,0.9512,0.6011,14.21,16.41,22.08,17.56
"[21517,53870]_patch_1_0",0.2932,0.2576,0.6594,0.4034,0.8024,0.1468,0.9277,0.6257,13.60,17.59,16.53,15.91
"[21517,53870]_patch_1_1",0.3006,0.1598,0.6206,0.3603,0.6716,0.2643,0.9316,0.6225,12.91,9.76,17.90,13.53
"[21517,53870]_patch_1_2",0.6304,0.2938,0.5947,0.5063,0.7992,0.2079,0.9505,0.6525,21.93,17.65,24.33,21.30
"[21517,53870]_patch_1_3",0.6575,0.6729,0.6266,0.6523,0.8349,0.1713,0.9369,0.6477,19.59,17.90,20.47,19.32
"[21517,53870]_patch_1_4",0.4194,0.2844,0.6554,0.4530,0.8476,0.1753,0.9416,0.6548,14.15,17.80,16.85,16.27
"[21517,53870]_patch_1_5",0.4869,0.3405,0.6727,0.5000,0.8210,0.2164,0.9394,0.6589,18.48,18.17,16.53,17.73
"[21517,53870]_patch_1_6",0.4242,0.5662,0.6614,0.5506,0.8478,0.3038,0.9450,0.6989,15.07,20.44,17.29,17.60
"[21517,53870]_patch_1_7",0.4057,0.7146,0.8345,0.6516,0.7791,0.3087,0.9480,0.6786,14.46,23.25,20.49,19.40
"[21517,53870]_patch_1_8",0.4410,0.6415,0.6466,0.5764,0.7476,0.3250,0.9522,0.6749,15.12,18.21,22.51,18.61
"[21517,53870]_patch_2_0",0.2369,0.1297,0.6174,0.3280,0.7532,0.1826,0.9297,0.6218,14.54,17.20,18.08,16.61
"[21517,53870]_patch_2_1",0.5090,0.1749,0.5921,0.4253,0.8939,0.1493,0.9405,0.6612,22.26,18.07,22.51,20.95
"[21517,53870]_patch_2_2",0.0732,0.0594,0.5831,0.2386,0.0941,0.1509,0.9555,0.4002,14.09,13.84,26.06,18.00
"[21517,53870]_patch_2_3",0.2884,0.0658,0.6020,0.3187,0.5686,0.2608,0.9368,0.5887,18.13,14.62,22.47,18.40
"[21517,53870]_patch_2_4",0.3374,0.1891,0.6636,0.3967,0.6917,0.1604,0.9455,0.5992,15.09,12.10,20.07,15.75
"[21517,53870]_patch_2_5",0.3395,0.2871,0.6904,0.4390,0.7661,0.1394,0.9398,0.6151,14.50,17.54,17.63,16.56
"[21517,53870]_patch_2_6",0.4001,0.5521,0.6545,0.5355,0.8220,0.2783,0.9379,0.6794,15.22,18.60,18.03,17.28
"[21517,53870]_patch_2_7",0.4442,0.5664,0.6571,0.5559,0.5933,0.2810,0.9354,0.6033,13.98,13.70,20.51,16.06
"[21517,53870]_patch_2_8",0.3686,0.4681,0.6828,0.5065,0.6134,0.2113,0.9503,0.5917,11.70,13.47,21.84,15.67
"[21517,53870]_patch_3_0",0.4509,0.2005,0.5846,0.4120,0.7873,0.2129,0.9440,0.6481,21.54,17.78,22.60,20.64
"[21517,53870]_patch_3_1",0.0984,0.3250,0.5833,0.3356,0.1177,0.2294,0.9528,0.4333,15.07,19.49,25.37,19.98
"[21517,53870]_patch_3_2",0.0593,0.3886,0.5937,0.3472,0.1253,0.1548,0.9554,0.4118,13.49,20.87,25.53,19.96
"[21517,53870]_patch_3_3",0.3893,0.0857,0.5881,0.3544,0.6266,0.1526,0.9497,0.5763,22.85,16.94,23.54,21.11
"[21517,53870]_patch_3_4",0.3766,0.2228,0.6330,0.4108,0.6908,0.1999,0.9455,0.6121,16.66,13.99,20.20,16.95
"[21517,53870]_patch_3_5",0.3332,0.2207,0.6861,0.4133,0.7903,0.1753,0.9396,0.6351,13.52,16.88,17.46,15.95
"[21517,53870]_patch_3_6",0.3810,0.6797,0.6622,0.5743,0.7830,0.2888,0.9361,0.6693,14.71,21.84,17.13,17.90
"[21517,53870]_patch_3_7",0.3610,0.3495,0.6717,0.4607,0.5997,0.2362,0.9458,0.5939,15.04,12.07,19.73,15.61
"[21517,53870]_patch_3_8",0.3413,0.4183,0.6921,0.4839,0.4580,0.1988,0.9580,0.5383,12.42,13.04,21.97,15.81
"[21517,53870]_patch_4_0",0.1134,0.2884,0.5778,0.3265,0.1518,0.2510,0.9505,0.4511,19.39,18.73,25.27,21.13
"[21517,53870]_patch_4_1",0.2331,0.1982,0.5880,0.3398,0.1968,0.2119,0.9509,0.4532,16.03,15.86,26.40,19.43
"[21517,53870]_patch_4_2",0.1321,0.4228,0.5947,0.3832,0.1439,0.2002,0.9528,0.4323,14.84,19.23,26.08,20.05
"[21517,53870]_patch_4_3",0.6705,0.6264,0.5911,0.6293,0.8779,0.1505,0.9389,0.6558,23.01,15.14,22.51,20.22
"[21517,53870]_patch_4_4",0.5342,0.2853,0.6283,0.4826,0.8544,0.1718,0.9267,0.6510,16.64,17.52,18.37,17.51
"[21517,53870]_patch_4_5",0.4744,0.2926,0.6678,0.4783,0.8492,0.2504,0.9325,0.6774,17.41,16.17,17.23,16.94
"[21517,53870]_patch_4_6",0.3870,0.3035,0.6757,0.4554,0.7824,0.2958,0.9367,0.6717,15.53,15.42,19.70,16.88
"[21517,53870]_patch_4_7",0.3690,0.2839,0.6735,0.4421,0.6637,0.2592,0.9504,0.6244,16.80,16.39,20.15,17.78
"[21517,53870]_patch_4_8",0.3422,0.3937,0.6685,0.4681,0.6312,0.2359,0.9505,0.6059,13.36,17.14,20.56,17.02
"[21517,53870]_patch_5_0",0.1572,0.3486,0.5931,0.3663,0.1472,0.2179,0.9413,0.4355,12.47,19.79,24.41,18.89
"[21517,53870]_patch_5_1",0.2795,0.4684,0.5760,0.4413,0.1731,0.2044,0.9484,0.4420,16.54,18.72,25.76,20.34
"[21517,53870]_patch_5_2",0.1986,0.1939,0.5747,0.3224,0.1360,0.2067,0.9520,0.4316,14.77,14.83,26.55,18.72
"[21517,53870]_patch_5_3",0.5183,0.6163,0.5948,0.5765,0.8861,0.1827,0.9451,0.6713,22.53,15.34,23.54,20.47
"[21517,53870]_patch_5_4",0.6301,0.3002,0.6460,0.5255,0.8722,0.1805,0.9334,0.6620,21.10,18.61,18.79,19.50
"[21517,53870]_patch_5_5",0.5746,0.3372,0.6543,0.5220,0.8350,0.2707,0.9298,0.6785,19.04,18.06,16.58,17.89
"[21517,53870]_patch_5_6",0.4189,0.3128,0.6728,0.4682,0.7739,0.2469,0.9371,0.6526,16.57,18.20,18.99,17.92
"[21517,53870]_patch_5_7",0.3870,0.3039,0.6709,0.4539,0.6671,0.1690,0.9493,0.5951,17.93,12.04,19.64,16.54
"[21517,53870]_patch_5_8",0.3617,0.2426,0.7631,0.4558,0.7599,0.1901,0.9517,0.6339,15.02,15.13,19.21,16.45
"[21517,53870]_patch_6_0",0.3591,0.7523,0.8153,0.6422,0.1005,0.1429,0.9486,0.3973,15.74,17.82,26.82,20.13
"[21517,53870]_patch_6_1",0.2203,0.1659,0.6086,0.3316,0.1155,0.2182,0.9542,0.4293,13.53,13.60,27.21,18.11
"[21517,53870]_patch_6_2",0.2125,0.1823,0.5966,0.3305,0.1089,0.2272,0.9539,0.4300,13.74,13.87,25.59,17.73
"[21517,53870]_patch_6_3",0.3670,0.3283,0.5916,0.4290,0.1650,0.3948,0.9498,0.5032,17.93,18.33,23.26,19.84
"[21517,53870]_patch_6_4",0.5294,0.4295,0.6489,0.5359,0.8770,0.1519,0.9475,0.6588,17.25,12.67,20.63,16.85
"[21517,53870]_patch_6_5",0.5459,0.3493,0.6597,0.5183,0.8524,0.2585,0.9425,0.6845,17.73,16.44,17.31,17.16
"[21517,53870]_patch_6_6",0.4574,0.3185,0.6589,0.4783,0.8407,0.2453,0.9363,0.6741,14.40,17.52,17.83,16.58
"[21517,53870]_patch_6_7",0.4585,0.2189,0.6693,0.4489,0.8252,0.1924,0.9461,0.6546,17.78,16.06,19.31,17.72
"[21517,53870]_patch_6_8",0.4470,0.3597,0.7879,0.5315,0.8396,0.1833,0.9544,0.6591,17.74,12.87,20.29,16.97
"[7941,48408]_patch_0_0",0.4449,0.3106,0.6640,0.4731,0.6209,0.2029,0.9607,0.5949,11.37,9.24,23.69,14.77
"[7941,48408]_patch_0_1",0.3647,0.4269,0.7055,0.4990,0.7103,0.2615,0.9561,0.6426,13.88,17.41,21.37,17.55
"[7941,48408]_patch_0_2",0.3958,0.4350,0.6663,0.4991,0.7770,0.2513,0.9512,0.6599,14.87,17.57,19.30,17.24
"[7941,48408]_patch_0_3",0.3752,0.7425,0.6762,0.5980,0.7285,0.3455,0.9552,0.6764,13.17,21.76,18.47,17.80
"[7941,48408]_patch_0_4",0.4163,0.3130,0.6787,0.4693,0.7912,0.2765,0.9442,0.6706,13.85,17.32,19.15,16.77
"[7941,48408]_patch_0_5",0.3906,0.2447,0.6249,0.4200,0.6672,0.2457,0.9474,0.6201,15.07,11.83,21.66,16.19
"[7941,48408]_patch_0_6",0.7058,0.3295,0.7839,0.6064,0.0242,0.3500,0.9544,0.4428,19.20,16.42,23.17,19.60
"[7941,48408]_patch_0_7",0.2076,0.2116,0.6605,0.3599,0.0475,0.3279,0.9560,0.4438,13.84,14.45,21.21,16.50
"[7941,48408]_patch_0_8",0.0505,0.0606,0.7018,0.2710,0.1772,0.1331,0.9520,0.4208,8.90,8.94,19.03,12.29
"[7941,48408]_patch_1_0",0.5057,0.3933,0.6383,0.5124,0.6908,0.3913,0.9478,0.6766,12.47,10.99,23.20,15.55
"[7941,48408]_patch_1_1",0.4514,0.7005,0.8375,0.6631,0.7491,0.1842,0.9531,0.6288,14.47,22.49,24.44,20.46
"[7941,48408]_patch_1_2",0.3417,0.4002,0.6826,0.4748,0.8070,0.2199,0.9475,0.6581,13.91,15.95,18.80,16.22
"[7941,48408]_patch_1_3",0.3022,0.2503,0.6889,0.4138,0.7634,0.2507,0.9437,0.6526,14.52,15.53,17.41,15.82
"[7941,48408]_patch_1_4",0.2751,0.3110,0.6908,0.4256,0.7283,0.2066,0.9394,0.6248,11.55,18.53,18.61,16.23
"[7941,48408]_patch_1_5",0.5024,0.4628,0.6320,0.5324,0.7887,0.1885,0.9448,0.6407,15.95,12.76,21.08,16.60
"[7941,48408]_patch_1_6",0.6391,0.3489,0.6097,0.5326,0.0771,0.3815,0.9534,0.4707,22.41,16.76,23.94,21.04
"[7941,48408]_patch_1_7",0.1889,0.1942,0.6770,0.3533,0.1545,0.3128,0.9562,0.4745,13.21,13.64,21.83,16.22
"[7941,48408]_patch_1_8",0.1198,0.0431,0.7289,0.2973,0.2762,0.0482,0.9503,0.4249,10.24,9.14,20.18,13.19
"[7941,48408]_patch_2_0",0.3677,0.2344,0.6734,0.4252,0.3568,0.4164,0.9443,0.5725,12.11,10.59,21.94,14.88
"[7941,48408]_patch_2_1",0.3686,0.5439,0.7979,0.5702,0.5981,0.1772,0.9474,0.5742,13.22,18.62,20.80,17.55
"[7941,48408]_patch_2_2",0.3487,0.4048,0.7727,0.5087,0.7483,0.2150,0.9469,0.6367,13.92,17.88,19.14,16.98
"[7941,48408]_patch_2_3",0.3647,0.3184,0.6704,0.4511,0.7051,0.2873,0.9438,0.6454,16.23,16.67,17.65,16.85
"[7941,48408]_patch_2_4",0.3721,0.3117,0.6799,0.4546,0.7449,0.3467,0.9429,0.6782,13.61,18.46,17.54,16.54
"[7941,48408]_patch_2_5",0.5069,0.3407,0.6567,0.5014,0.7359,0.1909,0.9425,0.6231,15.47,18.24,20.51,18.07
"[7941,48408]_patch_2_6",0.4195,0.3698,0.6255,0.4716,0.3975,0.2879,0.9571,0.5475,15.03,15.15,22.88,17.69
"[7941,48408]_patch_2_7",0.1131,0.1049,0.6943,0.3041,0.2328,0.1407,0.9509,0.4415,12.09,11.66,21.72,15.16
"[7941,48408]_patch_2_8",0.1097,0.0296,0.7287,0.2893,0.1986,0.0143,0.9498,0.3876,9.19,8.57,19.27,12.34
"[7941,48408]_patch_3_0",0.3937,0.1940,0.6633,0.4170,0.4796,0.2452,0.9553,0.5600,12.54,10.63,23.53,15.57
"[7941,48408]_patch_3_1",0.3478,0.4201,0.6945,0.4875,0.4828,0.1776,0.9573,0.5392,12.89,13.13,22.12,16.05
"[7941,48408]_patch_3_2",0.3939,0.5337,0.6863,0.5380,0.6114,0.2143,0.9566,0.5941,14.29,18.23,21.15,17.89
"[7941,48408]_patch_3_3",0.3783,0.4420,0.6639,0.4948,0.6904,0.2997,0.9415,0.6439,14.07,17.53,18.49,16.70
"[7941,48408]_patch_3_4",0.4181,0.2634,0.6742,0.4519,0.7147,0.3073,0.9388,0.6536,14.27,16.03,16.71,15.67
"[7941,48408]_patch_3_5",0.4964,0.2325,0.6838,0.4709,0.7668,0.2459,0.9320,0.6482,14.71,17.02,18.81,16.85
"[7941,48408]_patch_3_6",0.4902,0.4300,0.6440,0.5214,0.6913,0.2704,0.9579,0.6399,16.77,14.87,22.70,18.11
"[7941,48408]_patch_3_7",0.1864,0.2300,0.6794,0.3653,0.2253,0.2397,0.9546,0.4732,12.43,12.90,22.35,15.89
"[7941,48408]_patch_3_8",0.0583,0.0825,0.7300,0.2903,0.1971,0.1094,0.9547,0.4204,9.66,10.28,20.06,13.33
"[7941,48408]_patch_4_0",0.3601,0.1011,0.6816,0.3809,0.3903,0.2538,0.9518,0.5320,12.11,9.43,21.11,14.22
"[7941,48408]_patch_4_1",0.3658,0.4362,0.7059,0.5026,0.5179,0.1825,0.9514,0.5506,13.03,14.29,23.94,17.09
"[7941,48408]_patch_4_2",0.4486,0.7304,0.6810,0.6200,0.5158,0.2062,0.9512,0.5577,15.42,21.07,23.20,19.90
"[7941,48408]_patch_4_3",0.3403,0.6493,0.6668,0.5522,0.6490,0.2630,0.9360,0.6160,14.54,17.08,17.57,16.40
"[7941,48408]_patch_4_4",0.3893,0.2232,0.6488,0.4204,0.7843,0.2696,0.9279,0.6606,14.06,14.03,14.85,14.32
"[7941,48408]_patch_4_5",0.4839,0.2076,0.6862,0.4592,0.8119,0.3766,0.9287,0.7057,14.61,15.37,18.63,16.21
"[7941,48408]_patch_4_6",0.4152,0.3539,0.6740,0.4811,0.7489,0.2617,0.9545,0.6551,17.58,15.58,22.30,18.49
"[7941,48408]_patch_4_7",0.1377,0.1855,0.6652,0.3295,0.0305,0.4319,0.9579,0.4734,11.99,12.88,23.62,16.16
"[7941,48408]_patch_4_8",0.1307,0.1534,0.6875,0.3239,0.0707,0.3007,0.9577,0.4431,11.80,12.53,21.74,15.36
"[7941,48408]_patch_5_0",0.3480,0.4628,0.6903,0.5004,0.5160,0.1624,0.9516,0.5433,13.33,17.44,20.92,17.23
"[7941,48408]_patch_5_1",0.3526,0.3444,0.6936,0.4636,0.5871,0.1863,0.9472,0.5735,13.73,11.95,20.08,15.25
"[7941,48408]_patch_5_2",0.3358,0.4955,0.6848,0.5054,0.6049,0.1837,0.9454,0.5780,13.28,16.41,19.77,16.49
"[7941,48408]_patch_5_3",0.3221,0.4501,0.6823,0.4848,0.5800,0.2852,0.9415,0.6022,15.17,16.48,19.17,16.94
"[7941,48408]_patch_5_4",0.3553,0.3167,0.6811,0.4510,0.7210,0.3220,0.9357,0.6596,15.67,14.52,16.60,15.59
"[7941,48408]_patch_5_5",0.4276,0.1884,0.6930,0.4363,0.7870,0.3509,0.9287,0.6889,15.74,14.30,17.10,15.71
"[7941,48408]_patch_5_6",0.2938,0.2472,0.7076,0.4162,0.5046,0.2744,0.9539,0.5776,15.55,13.40,21.86,16.94
"[7941,48408]_patch_5_7",0.2445,0.1477,0.6876,0.3599,0.7097,0.1514,0.9442,0.6018,13.44,10.17,21.29,14.97
"[7941,48408]_patch_5_8",0.2394,0.2434,0.6948,0.3925,0.7349,0.1002,0.9435,0.5928,12.42,11.79,20.16,14.79
"[7941,48408]_patch_6_0",0.4042,0.6097,0.6738,0.5626,0.6414,0.2543,0.9455,0.6137,15.05,19.52,20.39,18.32
"[7941,48408]_patch_6_1",0.3647,0.3806,0.6939,0.4797,0.7355,0.2639,0.9443,0.6479,14.52,15.02,19.47,16.34
"[7941,48408]_patch_6_2",0.3053,0.3794,0.6847,0.4564,0.6700,0.2239,0.9447,0.6129,11.74,15.72,17.91,15.13
"[7941,48408]_patch_6_3",0.3492,0.5428,0.6661,0.5194,0.6339,0.2691,0.9465,0.6165,13.49,18.96,19.08,17.18
"[7941,48408]_patch_6_4",0.3536,0.3589,0.6706,0.4610,0.7505,0.3319,0.9338,0.6721,13.95,18.08,17.99,16.67
"[7941,48408]_patch_6_5",0.2894,0.1558,0.6941,0.3798,0.6696,0.1836,0.9394,0.5975,13.30,16.03,17.96,15.76
"[7941,48408]_patch_6_6",0.3387,0.2143,0.7030,0.4187,0.7329,0.2456,0.9508,0.6431,15.05,11.52,19.45,15.34
"[7941,48408]_patch_6_7",0.3534,0.1728,0.6828,0.4030,0.6786,0.0955,0.9252,0.5665,12.24,18.22,17.51,15.99
"[7941,48408]_patch_6_8",0.3631,0.4904,0.6791,0.5109,0.5538,0.1245,0.9266,0.5350,11.74,19.60,15.68,15.68
"[8047,49901]_patch_0_0",0.4289,0.1777,0.8474,0.4847,0.5656,0.2918,0.9576,0.6050,11.04,8.21,26.56,15.27
"[8047,49901]_patch_0_1",0.3893,0.6983,0.6721,0.5866,0.6069,0.1865,0.9582,0.5839,13.02,22.70,21.50,19.07
"[8047,49901]_patch_0_2",0.4572,0.5432,0.6729,0.5578,0.6779,0.2189,0.9578,0.6182,16.27,21.72,18.41,18.80
"[8047,49901]_patch_0_3",0.3703,0.3333,0.6637,0.4557,0.7414,0.2669,0.9324,0.6469,13.69,16.60,16.67,15.65
"[8047,49901]_patch_0_4",0.3264,0.1376,0.6872,0.3837,0.6875,0.1549,0.9214,0.5879,12.95,16.10,17.01,15.36
"[8047,49901]_patch_0_5",0.3386,0.0788,0.6755,0.3643,0.6243,0.1135,0.9264,0.5548,11.43,17.86,15.25,14.84
"[8047,49901]_patch_0_6",0.3679,0.1060,0.6643,0.3794,0.5535,0.1562,0.9359,0.5485,10.90,18.08,16.36,15.11
"[8047,49901]_patch_0_7",0.3197,0.1707,0.6469,0.3791,0.6079,0.1357,0.9327,0.5587,11.20,18.42,14.37,14.66
"[8047,49901]_patch_0_8",0.3426,0.0612,0.6348,0.3462,0.4285,0.1656,0.9265,0.5069,11.31,15.12,13.52,13.32
"[8047,49901]_patch_1_0",0.5998,0.3980,0.8672,0.6217,0.7967,0.2771,0.9583,0.6774,14.26,9.44,25.38,16.36
"[8047,49901]_patch_1_1",0.3939,0.4609,0.7007,0.5185,0.6446,0.1005,0.9572,0.5674,14.14,18.67,20.65,17.82
"[8047,49901]_patch_1_2",0.3425,0.2757,0.6868,0.4350,0.7008,0.1415,0.9395,0.5939,13.62,16.25,16.93,15.60
"[8047,49901]_patch_1_3",0.3621,0.2720,0.6686,0.4342,0.7338,0.1076,0.9306,0.5907,14.10,16.76,16.32,15.73
"[8047,49901]_patch_1_4",0.3408,0.1484,0.6755,0.3883,0.6350,0.1082,0.9294,0.5575,14.67,17.04,16.70,16.14
"[8047,49901]_patch_1_5",0.2866,0.0443,0.6968,0.3426,0.4660,0.0654,0.9328,0.4881,10.85,17.58,16.22,14.89
"[8047,49901]_patch_1_6",0.3683,0.0404,0.6775,0.3621,0.4829,0.1362,0.9366,0.5185,10.60,6.34,17.94,11.63
"[8047,49901]_patch_1_7",0.3530,0.2641,0.6436,0.4202,0.4933,0.1126,0.9364,0.5141,12.46,21.88,16.58,16.97
"[8047,49901]_patch_1_8",0.3344,0.9034,0.6289,0.6222,0.3337,0.0939,0.9282,0.4519,12.28,23.67,13.63,16.53
"[8047,49901]_patch_2_0",0.7602,0.6724,0.8944,0.7756,0.7909,0.2812,0.9617,0.6779,15.98,11.38,27.41,18.26
"[8047,49901]_patch_2_1",0.4829,0.4458,0.6938,0.5408,0.7267,0.1310,0.9555,0.6044,14.30,16.15,20.85,17.10
"[8047,49901]_patch_2_2",0.2956,0.1739,0.7153,0.3949,0.6715,0.0750,0.9410,0.5625,13.01,13.43,18.42,14.95
"[8047,49901]_patch_2_3",0.2921,0.1887,0.6933,0.3914,0.6505,0.1362,0.9297,0.5721,12.50,14.56,17.12,14.73
"[8047,49901]_patch_2_4",0.2886,0.0948,0.6841,0.3558,0.4598,0.1567,0.9314,0.5160,11.60,15.72,17.16,14.83
"[8047,49901]_patch_2_5",0.3423,0.0859,0.6893,0.3725,0.4679,0.1238,0.9340,0.5086,11.44,7.98,16.27,11.90
"[8047,49901]_patch_2_6",0.4154,0.8695,0.6712,0.6520,0.6326,0.1898,0.9409,0.5878,12.10,22.84,17.31,17.42
"[8047,49901]_patch_2_7",0.3475,0.8744,0.6531,0.6250,0.5227,0.1798,0.9344,0.5457,12.72,22.95,16.89,17.52
"[8047,49901]_patch_2_8",0.3208,0.8996,0.6497,0.6233,0.3588,0.1574,0.9275,0.4812,12.10,24.43,14.54,17.02
"[8047,49901]_patch_3_0",0.9204,0.8983,0.9140,0.9109,0.8593,0.2041,0.9556,0.6730,23.65,17.88,31.74,24.43
"[8047,49901]_patch_3_1",0.7383,0.6033,0.7049,0.6822,0.8263,0.1545,0.9604,0.6470,15.99,10.26,25.40,17.22
