filename,dapi_ssim,panck_ssim,cd3_ssim,average_ssim,dapi_pearson,panck_pearson,cd3_pearson,average_pearson,dapi_psnr,panck_psnr,cd3_psnr,average_psnr
"[9241,45651]_patch_3_7",0.4448,0.3377,0.6451,0.4759,0.8087,0.2531,0.9388,0.6669,14.13,18.32,17.84,16.76
"[9241,45651]_patch_3_8",0.4148,0.4286,0.6560,0.4998,0.7511,0.2105,0.9363,0.6326,12.55,18.15,17.30,16.00
"[9241,45651]_patch_4_0",0.8269,0.8366,0.8871,0.8502,0.7865,0.2240,0.9514,0.6540,15.79,27.13,27.05,23.32
"[9241,45651]_patch_4_1",0.5188,0.3785,0.8399,0.5791,0.6102,0.2015,0.9590,0.5902,10.73,9.36,23.98,14.69
"[9241,45651]_patch_4_2",0.3331,0.1822,0.6954,0.4036,0.2662,0.2572,0.9577,0.4937,10.23,9.95,22.83,14.34
"[9241,45651]_patch_4_3",0.3176,0.1527,0.7165,0.3956,0.3971,0.2164,0.9549,0.5228,10.62,8.63,20.30,13.18
"[9241,45651]_patch_4_4",0.5123,0.3582,0.6671,0.5126,0.6383,0.2385,0.9604,0.6124,11.38,9.69,20.67,13.91
"[9241,45651]_patch_4_5",0.4642,0.5363,0.8149,0.6051,0.8173,0.2530,0.9498,0.6734,14.19,19.22,20.88,18.10
"[9241,45651]_patch_4_6",0.3640,0.3326,0.6672,0.4546,0.7934,0.3202,0.9378,0.6838,15.12,16.70,19.84,17.22
"[9241,45651]_patch_4_7",0.3547,0.3791,0.6493,0.4611,0.7836,0.3031,0.9292,0.6720,12.57,18.28,18.14,16.33
"[9241,45651]_patch_4_8",0.3689,0.3674,0.6342,0.4568,0.7698,0.2276,0.9249,0.6408,11.48,18.96,16.97,15.80
"[9241,45651]_patch_5_0",0.6005,0.4744,0.8378,0.6375,0.6641,0.2304,0.9528,0.6158,12.30,9.99,23.64,15.31
"[9241,45651]_patch_5_1",0.2803,0.0939,0.7675,0.3805,0.5102,0.1651,0.9481,0.5412,12.42,9.16,20.68,14.09
"[9241,45651]_patch_5_2",0.1988,0.0935,0.7095,0.3339,0.3468,0.2242,0.9466,0.5059,12.08,10.77,20.83,14.56
"[9241,45651]_patch_5_3",0.2220,0.1111,0.7032,0.3454,0.4501,0.1654,0.9470,0.5208,12.77,15.57,19.35,15.90
"[9241,45651]_patch_5_4",0.2951,0.2982,0.6846,0.4259,0.5873,0.2139,0.9506,0.5839,11.72,15.65,19.03,15.46
"[9241,45651]_patch_5_5",0.3556,0.4050,0.6782,0.4796,0.7739,0.3014,0.9460,0.6738,13.94,15.49,18.75,16.06
"[9241,45651]_patch_5_6",0.3983,0.3855,0.6720,0.4853,0.7965,0.3356,0.9401,0.6907,13.45,16.66,19.00,16.37
"[9241,45651]_patch_5_7",0.4165,0.4367,0.6575,0.5036,0.7763,0.3016,0.9331,0.6703,14.12,18.82,17.33,16.76
"[9241,45651]_patch_5_8",0.5170,0.3962,0.6221,0.5117,0.7879,0.1766,0.9214,0.6286,12.60,19.23,18.48,16.77
"[9241,45651]_patch_6_0",0.5443,0.4313,0.6592,0.5449,0.6588,0.2020,0.9582,0.6064,11.65,9.47,24.77,15.29
"[9241,45651]_patch_6_1",0.3648,0.2464,0.6954,0.4355,0.7300,0.2310,0.9453,0.6355,15.03,14.34,20.28,16.55
"[9241,45651]_patch_6_2",0.4224,0.2165,0.6779,0.4390,0.7152,0.2620,0.9449,0.6407,15.49,15.67,20.40,17.19
"[9241,45651]_patch_6_3",0.4016,0.2749,0.6780,0.4515,0.6392,0.2511,0.9492,0.6132,14.59,16.42,20.42,17.14
"[9241,45651]_patch_6_4",0.3488,0.2767,0.6702,0.4319,0.7203,0.2679,0.9447,0.6443,14.17,16.27,18.84,16.42
"[9241,45651]_patch_6_5",0.3131,0.2774,0.6908,0.4271,0.8087,0.3163,0.9422,0.6891,13.54,14.99,19.19,15.91
"[9241,45651]_patch_6_6",0.3416,0.3647,0.6735,0.4599,0.8047,0.3322,0.9402,0.6923,11.27,16.32,18.26,15.29
"[9241,45651]_patch_6_7",0.4529,0.3500,0.6368,0.4799,0.7948,0.2433,0.9277,0.6552,11.89,17.97,18.13,16.00
"[9241,45651]_patch_6_8",0.3969,0.1810,0.6174,0.3984,0.6719,0.1410,0.9260,0.5797,15.00,11.07,20.09,15.39
"[9364,55222]_patch_0_0",0.5358,0.7771,0.6473,0.6534,0.8429,0.2969,0.9118,0.6838,13.88,21.02,16.54,17.14
"[9364,55222]_patch_0_1",0.3815,0.1107,0.6625,0.3849,0.7265,0.1408,0.9139,0.5937,10.21,18.87,16.49,15.19
"[9364,55222]_patch_0_2",0.3391,0.0328,0.6495,0.3405,0.6717,0.1373,0.9089,0.5726,10.11,15.11,15.58,13.60
"[9364,55222]_patch_0_3",0.3889,0.1062,0.6315,0.3755,0.5911,0.1098,0.9144,0.5384,11.76,16.61,15.29,14.56
"[9364,55222]_patch_0_4",0.4288,0.8759,0.6400,0.6482,0.7265,0.3733,0.9062,0.6687,12.28,21.98,16.43,16.90
"[9364,55222]_patch_0_5",0.3626,0.2200,0.6465,0.4097,0.6891,0.1623,0.9100,0.5871,12.98,17.74,18.16,16.29
"[9364,55222]_patch_0_6",0.2657,0.3927,0.6483,0.4355,0.5045,0.2252,0.9515,0.5604,16.61,14.11,22.25,17.66
"[9364,55222]_patch_0_7",0.3153,0.2206,0.6635,0.3998,0.6513,0.2215,0.9338,0.6022,13.98,18.16,19.62,17.25
"[9364,55222]_patch_0_8",0.3493,0.1775,0.6663,0.3977,0.6632,0.1410,0.9335,0.5793,11.57,18.97,17.62,16.05
"[9364,55222]_patch_1_0",0.5766,0.2214,0.6725,0.4902,0.8717,0.2515,0.9361,0.6865,17.42,15.97,19.99,17.79
"[9364,55222]_patch_1_1",0.4421,0.1710,0.6448,0.4193,0.8540,0.2793,0.9083,0.6805,12.92,16.46,16.23,15.20
"[9364,55222]_patch_1_2",0.3296,0.0815,0.6408,0.3507,0.7974,0.2864,0.9009,0.6616,11.66,14.88,15.52,14.02
"[9364,55222]_patch_1_3",0.3366,0.6088,0.6585,0.5346,0.7891,0.2406,0.9073,0.6456,13.60,16.55,16.78,15.64
"[9364,55222]_patch_1_4",0.4087,0.2340,0.6310,0.4246,0.7657,0.3249,0.9027,0.6644,13.64,18.30,15.67,15.87
"[9364,55222]_patch_1_5",0.3687,0.1932,0.6424,0.4014,0.6952,0.1592,0.9088,0.5877,13.40,18.04,16.80,16.08
"[9364,55222]_patch_1_6",0.3194,0.4389,0.7778,0.5121,0.5990,0.2096,0.9488,0.5858,16.07,14.37,22.18,17.54
"[9364,55222]_patch_1_7",0.2926,0.2611,0.6389,0.3975,0.2705,0.3168,0.9527,0.5133,14.73,14.78,23.21,17.57
"[9364,55222]_patch_1_8",0.3454,0.3199,0.6505,0.4386,0.6015,0.1629,0.9429,0.5691,14.83,13.10,20.36,16.09
"[9364,55222]_patch_2_0",0.2881,0.2251,0.6636,0.3923,0.4179,0.3668,0.9463,0.5770,17.51,16.43,23.62,19.19
"[9364,55222]_patch_2_1",0.5298,0.3405,0.6573,0.5092,0.7539,0.2624,0.9400,0.6521,20.45,13.22,21.02,18.23
"[9364,55222]_patch_2_2",0.3531,0.2805,0.6770,0.4369,0.6684,0.2671,0.9362,0.6239,18.01,14.88,20.08,17.66
"[9364,55222]_patch_2_3",0.2825,0.2258,0.6703,0.3929,0.5220,0.2162,0.9322,0.5568,15.41,12.24,19.26,15.64
"[9364,55222]_patch_2_4",0.3177,0.1997,0.6689,0.3954,0.5343,0.1405,0.9202,0.5317,14.22,16.55,19.94,16.90
"[9364,55222]_patch_2_5",0.3529,0.3069,0.6621,0.4407,0.5642,0.1394,0.9313,0.5450,15.18,12.63,20.64,16.15
"[9364,55222]_patch_2_6",0.3385,0.4714,0.7806,0.5302,0.4946,0.2486,0.9489,0.5640,15.54,14.63,22.93,17.70
"[9364,55222]_patch_2_7",0.5135,0.2437,0.6229,0.4600,0.1564,0.3700,0.9493,0.4919,21.91,15.12,24.44,20.49
"[9364,55222]_patch_2_8",0.3635,0.3728,0.6392,0.4585,0.5497,0.1601,0.9392,0.5497,15.86,13.25,20.99,16.70
"[9364,55222]_patch_3_0",0.2727,0.1434,0.6724,0.3629,0.6514,0.2003,0.9272,0.5930,15.09,11.89,19.19,15.39
"[9364,55222]_patch_3_1",0.4248,0.2747,0.6665,0.4553,0.6189,0.3448,0.9401,0.6346,17.61,16.03,22.23,18.63
"[9364,55222]_patch_3_2",0.3897,0.2391,0.6595,0.4294,0.0362,0.5437,0.9465,0.5088,16.83,15.87,20.77,17.82
"[9364,55222]_patch_3_3",0.1838,0.2904,0.6642,0.3795,0.1406,0.5683,0.9475,0.5521,13.79,16.30,20.04,16.71
"[9364,55222]_patch_3_4",0.2137,0.2805,0.6679,0.3874,0.2218,0.4651,0.9447,0.5439,12.57,14.44,20.84,15.95
"[9364,55222]_patch_3_5",0.2139,0.2622,0.6530,0.3764,0.2400,0.3493,0.9478,0.5124,14.60,14.68,21.68,16.98
"[9364,55222]_patch_3_6",0.6742,0.2049,0.7784,0.5525,0.0795,0.3688,0.9520,0.4668,22.42,14.06,22.94,19.81
"[9364,55222]_patch_3_7",0.2749,0.1890,0.6339,0.3659,0.3034,0.2788,0.9494,0.5106,14.08,13.77,24.30,17.38
"[9364,55222]_patch_3_8",0.3109,0.6063,0.6499,0.5224,0.4982,0.0560,0.9320,0.4954,12.63,17.40,20.98,17.00
"[9364,55222]_patch_4_0",0.3342,0.1677,0.6570,0.3863,0.7219,0.1970,0.9197,0.6129,13.20,15.84,15.91,14.98
"[9364,55222]_patch_4_1",0.3081,0.2188,0.6827,0.4032,0.7459,0.1924,0.9301,0.6228,14.62,15.68,19.21,16.51
"[9364,55222]_patch_4_2",0.2302,0.3466,0.6689,0.4152,0.7496,0.2295,0.9397,0.6396,16.01,12.65,20.19,16.29
"[9364,55222]_patch_4_3",0.8459,0.3647,0.6612,0.6239,0.1202,0.6755,0.9433,0.5796,24.26,16.93,20.67,20.62
"[9364,55222]_patch_4_4",0.6512,0.3236,0.6634,0.5460,0.0590,0.6831,0.9401,0.5607,17.43,14.15,17.98,16.52
"[9364,55222]_patch_4_5",0.7285,0.2365,0.6901,0.5517,0.0270,0.6569,0.9415,0.5418,19.20,13.27,18.50,16.99
"[9364,55222]_patch_4_6",0.8265,0.2046,0.6947,0.5753,0.4005,0.5396,0.9478,0.6293,23.99,14.65,22.49,20.37
"[9364,55222]_patch_4_7",0.1521,0.1456,0.6697,0.3225,0.1683,0.3206,0.9485,0.4791,11.81,13.48,22.32,15.87
"[9364,55222]_patch_4_8",0.2576,0.8249,0.6902,0.5909,0.5173,0.0704,0.9254,0.5044,11.91,20.18,19.54,17.21
"[9364,55222]_patch_5_0",0.4829,0.7880,0.6653,0.6454,0.7553,0.2261,0.9325,0.6379,12.73,21.09,16.75,16.86
"[9364,55222]_patch_5_1",0.4328,0.7655,0.6691,0.6225,0.7864,0.2563,0.9373,0.6600,14.24,18.72,16.67,16.54
"[9364,55222]_patch_5_2",0.3228,0.2104,0.6799,0.4044,0.8028,0.2879,0.9289,0.6732,13.45,14.39,17.06,14.97
"[9364,55222]_patch_5_3",0.3889,0.2870,0.6484,0.4414,0.7956,0.3315,0.9389,0.6887,15.86,13.66,20.96,16.83
"[9364,55222]_patch_5_4",0.6491,0.3475,0.6336,0.5434,0.0368,0.7088,0.9401,0.5619,18.07,15.21,18.59,17.29
"[9364,55222]_patch_5_5",0.6566,0.2167,0.6672,0.5135,0.0464,0.6628,0.9397,0.5496,18.06,13.68,17.22,16.32
"[9364,55222]_patch_5_6",0.8571,0.1875,0.6851,0.5766,0.7026,0.5810,0.9494,0.7443,25.84,14.90,19.57,20.10
"[9364,55222]_patch_5_7",0.8023,0.1134,0.6729,0.5295,0.4693,0.5069,0.9515,0.6426,23.23,13.58,20.60,19.14
"[9364,55222]_patch_5_8",0.1814,0.1633,0.6656,0.3368,0.3402,0.4412,0.9406,0.5740,14.46,13.16,19.08,15.57
"[9364,55222]_patch_6_0",0.4190,0.7775,0.6612,0.6192,0.8026,0.2936,0.9413,0.6792,12.36,19.20,19.36,16.97
"[9364,55222]_patch_6_1",0.4894,0.7669,0.6666,0.6409,0.7883,0.1916,0.9423,0.6407,15.53,20.83,16.21,17.52
"[9364,55222]_patch_6_2",0.3661,0.2426,0.6760,0.4282,0.7429,0.2244,0.9391,0.6355,13.63,16.13,18.13,15.96
"[9364,55222]_patch_6_3",0.4643,0.2669,0.6659,0.4657,0.7772,0.2604,0.9253,0.6543,15.20,15.53,19.09,16.60
"[9364,55222]_patch_6_4",0.4179,0.2898,0.6340,0.4473,0.7160,0.2387,0.9299,0.6282,17.98,14.37,19.44,17.26
"[9364,55222]_patch_6_5",0.2609,0.2885,0.6430,0.3975,0.4733,0.4582,0.9407,0.6241,15.17,15.60,20.34,17.03
"[9364,55222]_patch_6_6",0.3388,0.4096,0.6547,0.4677,0.1384,0.5233,0.9509,0.5375,14.33,17.12,22.27,17.91
"[9364,55222]_patch_6_7",0.8618,0.3626,0.6277,0.6174,0.0762,0.6470,0.9547,0.5593,23.14,16.52,24.39,21.35
"[9364,55222]_patch_6_8",0.7411,0.3513,0.6200,0.5708,0.0532,0.6978,0.9519,0.5676,22.89,16.36,21.62,20.29
"[9820,48478]_patch_0_0",0.7547,0.1344,0.6959,0.5284,0.0520,0.5031,0.9458,0.5003,22.26,12.08,21.30,18.55
"[9820,48478]_patch_0_1",0.0480,0.1067,0.7057,0.2868,0.0829,0.4614,0.9421,0.4954,8.63,10.13,20.36,13.04
"[9820,48478]_patch_0_2",0.0989,0.1237,0.6872,0.3033,0.1293,0.4068,0.9421,0.4927,8.97,9.98,18.28,12.41
"[9820,48478]_patch_0_3",0.1634,0.1750,0.6727,0.3371,0.2068,0.3121,0.9478,0.4889,10.95,11.90,20.32,14.39
"[9820,48478]_patch_0_4",0.2235,0.2069,0.6557,0.3620,0.1829,0.3169,0.9535,0.4844,13.82,14.07,23.80,17.23
"[9820,48478]_patch_0_5",0.1814,0.1075,0.6424,0.3104,0.1402,0.2492,0.9528,0.4474,13.70,12.23,23.74,16.56
"[9820,48478]_patch_0_6",0.3117,0.1737,0.6372,0.3742,0.1795,0.2332,0.9492,0.4540,18.20,13.61,23.69,18.50
"[9820,48478]_patch_0_7",0.2638,0.2247,0.7859,0.4248,0.2363,0.2723,0.9397,0.4828,19.27,14.19,23.80,19.08
"[9820,48478]_patch_0_8",0.3715,0.2019,0.8044,0.4593,0.2190,0.2933,0.9448,0.4857,18.27,15.16,24.42,19.28
"[9820,48478]_patch_1_0",0.7367,0.1973,0.6629,0.5323,0.0449,0.4810,0.9525,0.4928,23.24,12.66,22.76,19.55
"[9820,48478]_patch_1_1",0.0914,0.1252,0.7055,0.3074,0.1512,0.4408,0.9420,0.5113,9.81,10.85,21.51,14.06
"[9820,48478]_patch_1_2",0.0317,0.0516,0.7019,0.2618,0.1710,0.3382,0.9383,0.4825,9.49,10.14,19.34,12.99
"[9820,48478]_patch_1_3",0.1529,0.1937,0.6509,0.3325,0.2239,0.3004,0.9441,0.4895,12.67,12.63,19.55,14.95
"[9820,48478]_patch_1_4",0.3464,0.2791,0.6180,0.4145,0.3115,0.2678,0.9542,0.5112,15.47,13.75,22.99,17.40
"[9820,48478]_patch_1_5",0.2996,0.1957,0.6452,0.3802,0.1957,0.2917,0.9488,0.4787,14.75,13.64,23.62,17.33
"[9820,48478]_patch_1_6",0.2980,0.2538,0.6949,0.4155,0.4852,0.2443,0.9429,0.5575,16.74,13.94,22.39,17.69
"[9820,48478]_patch_1_7",0.3170,0.5130,0.8366,0.5555,0.5844,0.2348,0.9481,0.5891,18.10,15.68,22.72,18.83
"[9820,48478]_patch_1_8",0.3217,0.4488,0.8662,0.5456,0.2609,0.3141,0.9554,0.5102,16.60,15.99,27.49,20.03
"[9820,48478]_patch_2_0",0.4420,0.5029,0.6768,0.5406,0.0007,0.4914,0.9566,0.4829,22.64,14.89,26.09,21.21
"[9820,48478]_patch_2_1",0.8942,0.2791,0.6980,0.6238,0.0230,0.3326,0.9430,0.4329,29.38,10.25,22.83,20.82
"[9820,48478]_patch_2_2",0.8932,0.0578,0.6885,0.5465,-0.0012,0.2007,0.9404,0.3800,26.54,9.31,20.91,18.92
"[9820,48478]_patch_2_3",0.3934,0.2393,0.6091,0.4140,0.0167,0.3214,0.9485,0.4288,17.37,17.56,23.82,19.58
"[9820,48478]_patch_2_4",0.5264,0.3651,0.5888,0.4935,0.1929,0.3017,0.9537,0.4828,19.08,17.21,26.47,20.92
"[9820,48478]_patch_2_5",0.4158,0.3884,0.6335,0.4792,0.2747,0.2445,0.9487,0.4893,17.04,18.10,23.91,19.68
"[9820,48478]_patch_2_6",0.3299,0.4584,0.8235,0.5373,0.6261,0.2116,0.9393,0.5923,15.86,13.29,23.05,17.40
"[9820,48478]_patch_2_7",0.3368,0.5722,0.8525,0.5872,0.6031,0.1985,0.9472,0.5830,15.81,13.41,23.17,17.46
"[9820,48478]_patch_2_8",0.2707,0.5188,0.8619,0.5505,0.4715,0.2116,0.9438,0.5423,18.39,13.86,25.42,19.22
"[9820,48478]_patch_3_0",0.6747,0.8065,0.6626,0.7146,0.7540,0.2382,0.9525,0.6483,20.19,22.13,23.78,22.03
"[9820,48478]_patch_3_1",0.3511,0.3545,0.6680,0.4579,0.3388,0.2768,0.9425,0.5194,10.34,10.20,20.02,13.52
"[9820,48478]_patch_3_2",0.8171,0.0753,0.6737,0.5220,0.0119,0.1865,0.9470,0.3818,23.47,8.75,22.47,18.23
"[9820,48478]_patch_3_3",0.2533,0.5687,0.5978,0.4733,0.0263,0.1665,0.9520,0.3816,18.30,16.13,24.97,19.80
"[9820,48478]_patch_3_4",0.4302,0.2927,0.6073,0.4434,0.2840,0.2766,0.9487,0.5031,17.05,16.45,25.34,19.62
"[9820,48478]_patch_3_5",0.2876,0.2801,0.8166,0.4614,0.2134,0.2550,0.9466,0.4717,15.70,13.99,25.60,18.43
"[9820,48478]_patch_3_6",0.3184,0.5439,0.8458,0.5694,0.5437,0.2512,0.9441,0.5797,18.57,16.14,24.54,19.75
"[9820,48478]_patch_3_7",0.2981,0.5219,0.8522,0.5574,0.4480,0.2335,0.9523,0.5446,17.93,14.51,26.00,19.48
"[9820,48478]_patch_3_8",0.2758,0.4575,0.6681,0.4671,0.5672,0.1473,0.9527,0.5558,15.09,11.39,21.55,16.01
"[9820,48478]_patch_4_0",0.5334,0.4802,0.6621,0.5586,0.7736,0.1510,0.9428,0.6225,15.92,16.17,19.87,17.32
"[9820,48478]_patch_4_1",0.2774,0.1619,0.6819,0.3737,0.5239,0.1794,0.9374,0.5469,14.81,12.94,20.56,16.10
"[9820,48478]_patch_4_2",0.0940,0.0304,0.6827,0.2690,0.4525,0.1745,0.9472,0.5247,11.78,10.86,22.58,15.07
"[9820,48478]_patch_4_3",0.1860,0.0852,0.6292,0.3002,0.4624,0.1917,0.9483,0.5341,15.22,13.41,23.90,17.51
"[9820,48478]_patch_4_4",0.1894,0.1282,0.6248,0.3141,0.1871,0.2491,0.9465,0.4609,14.46,13.74,22.74,16.98
"[9820,48478]_patch_4_5",0.2477,0.2317,0.6604,0.3799,0.4803,0.2436,0.9466,0.5568,14.65,12.94,21.71,16.43
"[9820,48478]_patch_4_6",0.4142,0.4896,0.6573,0.5203,0.5208,0.2833,0.9521,0.5854,17.31,14.41,25.57,19.10
"[9820,48478]_patch_4_7",0.2589,0.7529,0.8825,0.6314,0.1969,0.3765,0.9533,0.5089,21.76,18.83,27.65,22.75
"[9820,48478]_patch_4_8",0.2599,0.5943,0.6515,0.5019,0.6031,0.1282,0.9487,0.5600,14.25,11.99,20.77,15.67
"[9820,48478]_patch_5_0",0.4401,0.7859,0.6453,0.6238,0.6979,0.1519,0.9264,0.5921,14.79,20.99,18.66,18.15
"[9820,48478]_patch_5_1",0.2892,0.0562,0.6750,0.3401,0.4837,0.0980,0.9320,0.5046,13.00,10.12,18.98,14.03
"[9820,48478]_patch_5_2",0.3266,0.6607,0.6392,0.5422,0.6213,0.1228,0.9275,0.5572,13.10,17.84,19.41,16.78
"[9820,48478]_patch_5_3",0.4424,0.8171,0.6458,0.6351,0.7073,0.1349,0.9260,0.5894,12.81,20.84,17.85,17.17
"[9820,48478]_patch_5_4",0.3616,0.4445,0.6659,0.4907,0.7952,0.0739,0.9267,0.5986,14.65,16.83,18.30,16.59
"[9820,48478]_patch_5_5",0.3265,0.1579,0.6786,0.3877,0.6853,0.1096,0.9428,0.5793,11.52,8.92,18.24,12.89
"[9820,48478]_patch_5_6",0.4173,0.3570,0.6675,0.4806,0.6105,0.1802,0.9508,0.5805,10.52,8.36,21.56,13.48
"[9820,48478]_patch_5_7",0.2720,0.5860,0.8601,0.5727,0.5870,0.2420,0.9520,0.5937,14.84,12.41,23.35,16.87
"[9820,48478]_patch_5_8",0.3135,0.5619,0.6473,0.5076,0.7187,0.2451,0.9372,0.6337,16.08,19.58,19.77,18.48
"[9820,48478]_patch_6_0",0.3811,0.8347,0.6598,0.6252,0.5578,0.1970,0.9256,0.5601,13.21,22.40,16.77,17.46
"[9820,48478]_patch_6_1",0.3775,0.2224,0.6532,0.4177,0.5424,0.1208,0.9354,0.5329,11.99,18.91,17.13,16.01
"[9820,48478]_patch_6_2",0.4725,0.7143,0.6414,0.6094,0.7236,0.1566,0.9313,0.6038,12.97,19.63,16.64,16.41
"[9820,48478]_patch_6_3",0.4190,0.5483,0.6334,0.5336,0.7143,0.0842,0.9219,0.5734,12.05,19.66,14.63,15.45
"[9820,48478]_patch_6_4",0.3240,0.1519,0.6384,0.3714,0.6238,0.1820,0.9206,0.5754,11.15,18.25,14.47,14.62
"[9820,48478]_patch_6_5",0.3171,0.0966,0.6513,0.3550,0.6426,0.2089,0.9305,0.5940,10.14,17.04,13.92,13.70
"[9820,48478]_patch_6_6",0.4558,0.2641,0.6716,0.4639,0.6509,0.1531,0.9510,0.5850,9.26,6.66,16.57,10.83
"[9820,48478]_patch_6_7",0.4376,0.4758,0.6361,0.5165,0.6414,0.1559,0.9499,0.5824,12.57,9.67,23.44,15.23
"[9820,48478]_patch_6_8",0.4558,0.3191,0.6285,0.4678,0.7422,0.2591,0.9358,0.6457,14.44,18.41,17.27,16.71
